'Elapsed time','ECG'
4.836,0.238
4.838,0.231
4.839,0.231
4.840,0.238
4.842,0.246
4.843,0.246
4.844,0.246
4.846,0.254
4.847,0.269
4.849,0.277
4.850,0.277
4.851,0.285
4.853,0.300
4.854,0.315
4.856,0.331
4.857,0.346
4.858,0.354
4.860,0.385
4.861,0.400
4.862,0.400
4.864,0.438
4.865,0.454
4.867,0.469
4.868,0.500
4.869,0.531
4.871,0.538
4.872,0.562
4.874,0.585
4.875,0.577
4.876,0.562
4.878,0.562
4.879,0.562
4.881,0.562
4.882,0.554
4.883,0.554
4.885,0.531
4.886,0.492
4.888,0.469
4.889,0.462
4.890,0.446
4.892,0.408
4.893,0.392
4.894,0.385
4.896,0.377
4.897,0.369
4.899,0.369
4.900,0.354
4.901,0.346
4.903,0.346
4.904,0.346
4.906,0.346
4.907,0.331
4.908,0.338
4.910,0.331
4.911,0.331
4.912,0.315
4.914,0.315
4.915,0.323
4.917,0.323
4.918,0.315
4.919,0.308
4.921,0.308
4.922,0.308
4.924,0.300
4.925,0.292
4.926,0.277
4.928,0.277
4.929,0.269
4.931,0.262
4.932,0.254
4.933,0.238
4.935,0.246
4.936,0.231
4.938,0.215
4.939,0.223
4.940,0.231
4.942,0.223
4.943,0.215
4.944,0.215
4.946,0.215
4.947,0.223
4.949,0.215
4.950,0.215
4.951,0.215
4.953,0.215
4.954,0.208
4.956,0.215
4.957,0.223
4.958,0.208
4.960,0.208
4.961,0.223
4.963,0.231
4.964,0.223
4.965,0.238
4.967,0.238
4.968,0.231
4.969,0.231
4.971,0.238
4.972,0.231
4.974,0.238
4.975,0.231
4.976,0.231
4.978,0.231
4.979,0.238
4.981,0.231
4.982,0.238
4.983,0.223
4.985,0.231
4.986,0.223
4.987,0.223
4.989,0.223
4.990,0.223
4.992,0.231
4.993,0.223
4.994,0.208
4.996,0.215
4.997,0.231
4.999,0.215
5.000,0.215
5.001,0.238
5.003,0.246
5.004,0.231
5.006,0.238
5.007,0.246
5.008,0.231
5.010,0.238
5.011,0.238
5.013,0.223
5.014,0.231
5.015,0.238
5.017,0.223
5.018,0.223
5.019,0.223
5.021,0.215
5.022,0.200
5.024,0.200
5.025,0.208
5.026,0.200
5.028,0.200
5.029,0.192
5.031,0.200
5.032,0.200
5.033,0.192
5.035,0.208
5.036,0.200
5.037,0.192
5.039,0.208
5.040,0.200
5.042,0.192
5.043,0.208
5.044,0.192
5.046,0.185
5.047,0.177
5.049,0.192
5.050,0.185
5.051,0.177
5.053,0.185
5.054,0.177
5.056,0.177
5.057,0.177
5.058,0.169
5.060,0.154
5.061,0.162
5.062,0.162
5.064,0.169
5.065,0.169
5.067,0.177
5.068,0.162
5.069,0.154
5.071,0.162
5.072,0.162
5.074,0.169
5.075,0.177
5.076,0.169
5.078,0.162
5.079,0.162
5.081,0.169
5.082,0.169
5.083,0.162
5.085,0.169
5.086,0.162
5.088,0.154
5.089,0.162
5.090,0.162
5.092,0.162
5.093,0.162
5.094,0.162
5.096,0.162
5.097,0.162
5.099,0.162
5.100,0.169
5.101,0.162
5.103,0.154
5.104,0.162
5.106,0.162
5.107,0.154
5.108,0.154
5.110,0.154
5.111,0.146
5.112,0.146
5.114,0.154
5.115,0.146
5.117,0.131
5.118,0.138
5.119,0.138
5.121,0.115
5.122,0.123
5.124,0.138
5.125,0.123
5.126,0.115
5.128,0.123
5.129,0.115
5.131,0.108
5.132,0.115
5.133,0.115
5.135,0.115
5.136,0.123
5.138,0.123
5.139,0.108
5.140,0.092
5.142,0.100
5.143,0.100
5.144,0.100
5.146,0.108
5.147,0.108
5.149,0.100
5.150,0.108
5.151,0.100
5.153,0.092
5.154,0.108
5.156,0.123
5.157,0.108
5.158,0.108
5.160,0.115
5.161,0.115
5.162,0.108
5.164,0.115
5.165,0.123
5.167,0.115
5.168,0.123
5.169,0.123
5.171,0.115
5.172,0.123
5.174,0.123
5.175,0.108
5.176,0.108
5.178,0.115
5.179,0.123
5.181,0.115
5.182,0.138
5.183,0.146
5.185,0.146
5.186,0.146
5.188,0.146
5.189,0.154
5.190,0.162
5.192,0.146
5.193,0.154
5.194,0.169
5.196,0.169
5.197,0.162
5.199,0.177
5.200,0.177
5.201,0.177
5.203,0.177
5.204,0.177
5.206,0.177
5.207,0.177
5.208,0.192
5.210,0.185
5.211,0.192
5.213,0.200
5.214,0.200
5.215,0.200
5.217,0.200
5.218,0.200
5.219,0.200
5.221,0.200
5.222,0.208
5.224,0.208
5.225,0.200
5.226,0.200
5.228,0.200
5.229,0.208
5.231,0.215
5.232,0.215
5.233,0.231
5.235,0.238
5.236,0.238
5.237,0.238
5.239,0.246
5.240,0.246
5.242,0.238
5.243,0.246
5.244,0.238
5.246,0.231
5.247,0.223
5.249,0.231
5.250,0.215
5.251,0.215
5.253,0.215
5.254,0.215
5.256,0.208
5.257,0.208
5.258,0.208
5.260,0.208
5.261,0.192
5.263,0.200
5.264,0.208
5.265,0.215
5.267,0.215
5.268,0.223
5.269,0.231
5.271,0.231
5.272,0.246
5.274,0.246
5.275,0.231
5.276,0.223
5.278,0.223
5.279,0.223
5.281,0.215
5.282,0.208
5.283,0.208
5.285,0.208
5.286,0.200
5.287,0.208
5.289,0.208
5.290,0.200
5.292,0.200
5.293,0.208
5.294,0.208
5.296,0.208
5.297,0.215
5.299,0.215
5.300,0.215
5.301,0.223
5.303,0.215
5.304,0.215
5.306,0.215
5.307,0.215
5.308,0.223
5.310,0.231
5.311,0.215
5.312,0.215
5.314,0.215
5.315,0.223
5.317,0.223
5.318,0.231
5.319,0.223
5.321,0.223
5.322,0.238
5.324,0.238
5.325,0.238
5.326,0.238
5.328,0.238
5.329,0.246
5.331,0.238
5.332,0.231
5.333,0.231
5.335,0.238
5.336,0.231
5.338,0.215
5.339,0.215
5.340,0.215
5.342,0.223
5.343,0.223
5.344,0.223
5.346,0.215
5.347,0.215
5.349,0.208
5.350,0.215
5.351,0.223
5.353,0.223
5.354,0.215
5.356,0.231
5.357,0.231
5.358,0.223
5.360,0.215
5.361,0.215
5.362,0.200
5.364,0.208
5.365,0.223
5.367,0.215
5.368,0.223
5.369,0.223
5.371,0.223
5.372,0.215
5.374,0.223
5.375,0.246
5.376,0.262
5.378,0.269
5.379,0.285
5.381,0.300
5.382,0.315
5.383,0.323
5.385,0.323
5.386,0.323
5.388,0.315
5.389,0.331
5.390,0.331
5.392,0.346
5.393,0.338
5.394,0.308
5.396,0.285
5.397,0.285
5.399,0.269
5.400,0.231
5.401,0.215
5.403,0.200
5.404,0.154
5.406,0.115
5.407,0.069
5.408,0.038
5.410,0.008
5.411,-0.046
5.412,-0.100
5.414,-0.138
5.415,-0.200
5.417,-0.269
5.418,-0.315
5.419,-0.385
5.421,-0.462
5.422,-0.492
5.424,-0.508
5.425,-0.492
5.426,-0.469
5.428,-0.462
5.429,-0.462
5.431,-0.446
5.432,-0.431
5.433,-0.415
5.435,-0.377
5.436,-0.354
5.438,-0.331
5.439,-0.308
5.440,-0.285
5.442,-0.269
5.443,-0.231
5.444,-0.169
5.446,-0.131
5.447,-0.092
5.449,-0.046
5.450,0.008
5.451,0.046
5.453,0.077
5.454,0.100
5.456,0.108
5.457,0.108
5.458,0.138
5.460,0.138
5.461,0.131
5.463,0.162
5.464,0.177
5.465,0.162
5.467,0.185
5.468,0.192
5.469,0.177
5.471,0.192
5.472,0.215
5.474,0.215
5.475,0.231
5.476,0.238
5.478,0.215
5.479,0.215
5.481,0.231
5.482,0.223
5.483,0.208
5.485,0.215
5.486,0.215
5.487,0.223
5.489,0.231
5.490,0.238
5.492,0.231
5.493,0.231
5.494,0.231
5.496,0.231
5.497,0.246
5.499,0.238
5.500,0.238
5.501,0.238
5.503,0.246
5.504,0.238
5.506,0.238
5.507,0.238
5.508,0.238
5.510,0.246
5.511,0.262
5.513,0.262
5.514,0.262
5.515,0.262
5.517,0.262
5.518,0.254
5.519,0.262
5.521,0.262
5.522,0.269
5.524,0.269
5.525,0.269
5.526,0.262
5.528,0.254
5.529,0.269
5.531,0.269
5.532,0.262
5.533,0.269
5.535,0.269
5.536,0.269
5.537,0.277
5.539,0.285
5.540,0.277
5.542,0.277
5.543,0.277
5.544,0.285
5.546,0.292
5.547,0.292
5.549,0.285
5.550,0.277
5.551,0.285
5.553,0.285
5.554,0.269
5.556,0.285
5.557,0.285
5.558,0.277
5.560,0.285
5.561,0.292
5.562,0.292
5.564,0.285
5.565,0.292
5.567,0.285
5.568,0.292
5.569,0.292
5.571,0.292
5.572,0.300
5.574,0.300
5.575,0.308
5.576,0.308
5.578,0.315
5.579,0.323
5.581,0.331
5.582,0.338
5.583,0.338
5.585,0.331
5.586,0.323
5.588,0.331
5.589,0.323
5.590,0.315
5.592,0.323
5.593,0.315
5.594,0.315
5.596,0.323
5.597,0.338
5.599,0.338
5.600,0.346
5.601,0.338
5.603,0.331
5.604,0.346
5.606,0.354
5.607,0.354
5.608,0.362
5.610,0.362
5.611,0.377
5.612,0.369
5.614,0.377
5.615,0.377
5.617,0.385
5.618,0.392
5.619,0.385
5.621,0.385
5.622,0.392
5.624,0.385
5.625,0.392
5.626,0.400
5.628,0.392
5.629,0.392
5.631,0.400
5.632,0.408
5.633,0.415
5.635,0.415
5.636,0.415
5.638,0.423
5.639,0.438
5.640,0.438
5.642,0.431
5.643,0.446
5.644,0.446
5.646,0.446
5.647,0.446
5.649,0.454
5.650,0.462
5.651,0.446
5.653,0.446
5.654,0.454
5.656,0.469
5.657,0.462
5.658,0.462
5.660,0.477
5.661,0.492
5.662,0.485
5.664,0.469
5.665,0.469
5.667,0.477
5.668,0.469
5.669,0.469
5.671,0.462
5.672,0.469
5.674,0.469
5.675,0.469
5.676,0.462
5.678,0.462
5.679,0.462
5.681,0.462
5.682,0.477
5.683,0.462
5.685,0.446
5.686,0.438
5.688,0.438
5.689,0.438
5.690,0.438
5.692,0.431
5.693,0.415
5.694,0.415
5.696,0.408
5.697,0.415
5.699,0.408
5.700,0.400
5.701,0.400
5.703,0.392
5.704,0.392
5.706,0.377
5.707,0.369
5.708,0.362
5.710,0.354
5.711,0.346
5.713,0.346
5.714,0.346
5.715,0.338
5.717,0.331
5.718,0.315
5.719,0.315
5.721,0.315
5.722,0.292
5.724,0.285
5.725,0.300
5.726,0.292
5.728,0.277
5.729,0.269
5.731,0.277
5.732,0.262
5.733,0.254
5.735,0.254
5.736,0.254
5.737,0.254
5.739,0.246
5.740,0.238
5.742,0.246
5.743,0.231
5.744,0.223
5.746,0.231
5.747,0.231
5.749,0.223
5.750,0.223
5.751,0.238
5.753,0.223
5.754,0.223
5.756,0.223
5.757,0.223
5.758,0.215
5.760,0.223
5.761,0.215
5.763,0.215
5.764,0.223
5.765,0.223
5.767,0.223
5.768,0.223
5.769,0.223
5.771,0.223
5.772,0.231
5.774,0.238
5.775,0.223
5.776,0.215
5.778,0.215
5.779,0.215
5.781,0.215
5.782,0.223
5.783,0.208
5.785,0.200
5.786,0.208
5.787,0.208
5.789,0.200
5.790,0.208
5.792,0.208
5.793,0.200
5.794,0.208
5.796,0.215
5.797,0.215
5.799,0.215
5.800,0.208
5.801,0.200
5.803,0.200
5.804,0.208
5.806,0.208
5.807,0.208
5.808,0.208
5.810,0.208
5.811,0.208
5.812,0.208
5.814,0.215
5.815,0.215
5.817,0.215
5.818,0.208
5.819,0.208
5.821,0.208
5.822,0.215
5.824,0.208
5.825,0.208
5.826,0.200
5.828,0.200
5.829,0.192
5.831,0.185
5.832,0.185
5.833,0.192
5.835,0.192
5.836,0.177
5.838,0.185
5.839,0.192
5.840,0.192
5.842,0.185
5.843,0.185
5.844,0.185
5.846,0.192
5.847,0.192
5.849,0.200
5.850,0.215
5.851,0.223
5.853,0.208
5.854,0.208
5.856,0.215
5.857,0.223
5.858,0.200
5.860,0.200
5.861,0.200
5.862,0.192
5.864,0.192
5.865,0.185
5.867,0.192
5.868,0.185
5.869,0.177
5.871,0.185
5.872,0.185
5.874,0.192
5.875,0.185
5.876,0.169
5.878,0.192
5.879,0.192
5.881,0.192
5.882,0.200
5.883,0.208
5.885,0.200
5.886,0.192
5.888,0.200
5.889,0.208
5.890,0.208
5.892,0.200
5.893,0.192
5.894,0.208
5.896,0.200
5.897,0.185
5.899,0.192
5.900,0.200
5.901,0.208
5.903,0.200
5.904,0.200
5.906,0.200
5.907,0.200
5.908,0.192
5.910,0.192
5.911,0.192
5.912,0.185
5.914,0.192
5.915,0.192
5.917,0.192
5.918,0.192
5.919,0.192
5.921,0.192
5.922,0.192
5.924,0.185
5.925,0.185
5.926,0.177
5.928,0.177
5.929,0.177
5.931,0.177
5.932,0.177
5.933,0.169
5.935,0.177
5.936,0.185
5.938,0.185
5.939,0.177
5.940,0.185
5.942,0.192
5.943,0.200
5.944,0.192
5.946,0.192
5.947,0.200
5.949,0.200
5.950,0.200
5.951,0.200
5.953,0.200
5.954,0.200
5.956,0.200
5.957,0.208
5.958,0.208
5.960,0.208
5.961,0.208
5.963,0.208
5.964,0.215
5.965,0.223
5.967,0.223
5.968,0.215
5.969,0.215
5.971,0.223
5.972,0.215
5.974,0.208
5.975,0.215
5.976,0.223
5.978,0.185
5.979,0.192
5.981,0.208
5.982,0.215
5.983,0.215
5.985,0.223
5.986,0.223
5.987,0.208
5.989,0.208
5.990,0.215
5.992,0.208
5.993,0.215
5.994,0.223
5.996,0.215
5.997,0.215
5.999,0.215
6.000,0.223
6.001,0.215
6.003,0.208
6.004,0.223
6.006,0.215
6.007,0.215
6.008,0.223
6.010,0.223
6.011,0.208
6.013,0.215
6.014,0.215
6.015,0.208
6.017,0.215
6.018,0.215
6.019,0.200
6.021,0.192
6.022,0.200
6.024,0.200
6.025,0.192
6.026,0.208
6.028,0.215
6.029,0.215
6.031,0.208
6.032,0.223
6.033,0.215
6.035,0.208
6.036,0.215
6.037,0.215
6.039,0.208
6.040,0.223
6.042,0.215
6.043,0.208
6.044,0.208
6.046,0.215
6.047,0.208
6.049,0.215
6.050,0.223
6.051,0.215
6.053,0.208
6.054,0.208
6.056,0.215
6.057,0.223
6.058,0.208
6.060,0.208
6.061,0.215
6.062,0.215
6.064,0.215
6.065,0.215
6.067,0.215
6.068,0.215
6.069,0.208
6.071,0.208
6.072,0.215
6.074,0.208
6.075,0.208
6.076,0.208
6.078,0.200
6.079,0.200
6.081,0.208
6.082,0.208
6.083,0.215
6.085,0.215
6.086,0.200
6.088,0.200
6.089,0.215
6.090,0.208
6.092,0.200
6.093,0.208
6.094,0.208
6.096,0.208
6.097,0.208
6.099,0.208
6.100,0.192
6.101,0.208
6.103,0.208
6.104,0.208
6.106,0.208
6.107,0.215
6.108,0.208
6.110,0.208
6.111,0.215
6.112,0.215
6.114,0.215
6.115,0.200
6.117,0.215
6.118,0.215
6.119,0.215
6.121,0.215
6.122,0.223
6.124,0.215
6.125,0.208
6.126,0.208
6.128,0.208
6.129,0.200
6.131,0.208
6.132,0.200
6.133,0.200
6.135,0.200
6.136,0.215
6.138,0.215
6.139,0.215
6.140,0.215
6.142,0.223
6.143,0.215
6.144,0.215
6.146,0.223
6.147,0.223
6.149,0.223
6.150,0.208
6.151,0.215
6.153,0.215
6.154,0.208
6.156,0.208
6.157,0.200
6.158,0.200
6.160,0.192
6.161,0.192
6.162,0.208
6.164,0.215
6.165,0.223
6.167,0.231
6.168,0.238
6.169,0.238
6.171,0.246
6.172,0.262
6.174,0.254
6.175,0.262
6.176,0.254
6.178,0.246
6.179,0.254
6.181,0.269
6.182,0.277
6.183,0.262
6.185,0.254
6.186,0.254
6.188,0.246
6.189,0.246
6.190,0.254
6.192,0.254
6.193,0.246
6.194,0.254
6.196,0.277
6.197,0.292
6.199,0.277
6.200,0.277
6.201,0.277
6.203,0.285
6.204,0.292
6.206,0.300
6.207,0.308
6.208,0.300
6.210,0.300
6.211,0.300
6.213,0.308
6.214,0.315
6.215,0.323
6.217,0.315
6.218,0.315
6.219,0.315
6.221,0.323
6.222,0.323
6.224,0.323
6.225,0.315
6.226,0.308
6.228,0.300
6.229,0.308
6.231,0.308
6.232,0.308
6.233,0.300
6.235,0.308
6.236,0.300
6.237,0.308
6.239,0.323
6.240,0.315
6.242,0.300
6.243,0.315
6.244,0.323
6.246,0.308
6.247,0.315
6.249,0.308
6.250,0.292
6.251,0.292
6.253,0.300
6.254,0.300
6.256,0.308
6.257,0.292
6.258,0.277
6.260,0.277
6.261,0.292
6.263,0.285
6.264,0.285
6.265,0.277
6.267,0.269
6.268,0.262
6.269,0.262
6.271,0.262
6.272,0.262
6.274,0.262
6.275,0.262
6.276,0.246
6.278,0.246
6.279,0.246
6.281,0.231
6.282,0.231
6.283,0.231
6.285,0.231
6.286,0.231
6.287,0.238
6.289,0.238
6.290,0.231
6.292,0.223
6.293,0.215
6.294,0.200
6.296,0.215
6.297,0.215
6.299,0.215
6.300,0.200
6.301,0.200
6.303,0.192
6.304,0.208
6.306,0.200
6.307,0.208
6.308,0.200
6.310,0.208
6.311,0.208
6.312,0.200
6.314,0.208
6.315,0.208
6.317,0.223
6.318,0.223
6.319,0.231
6.321,0.238
6.322,0.238
6.324,0.238
6.325,0.254
6.326,0.246
6.328,0.246
6.329,0.254
6.331,0.262
6.332,0.262
6.333,0.246
6.335,0.254
6.336,0.262
6.338,0.262
6.339,0.254
6.340,0.254
6.342,0.262
6.343,0.269
6.344,0.269
6.346,0.277
6.347,0.285
6.349,0.300
6.350,0.315
6.351,0.331
6.353,0.346
6.354,0.362
6.356,0.369
6.357,0.392
6.358,0.415
6.360,0.431
6.361,0.438
6.362,0.462
6.364,0.492
6.365,0.508
6.367,0.531
6.368,0.554
6.369,0.562
6.371,0.569
6.372,0.569
6.374,0.554
6.375,0.546
6.376,0.554
6.378,0.554
6.379,0.531
6.381,0.531
6.382,0.515
6.383,0.492
6.385,0.462
6.386,0.446
6.388,0.423
6.389,0.400
6.390,0.385
6.392,0.392
6.393,0.369
6.394,0.362
6.396,0.369
6.397,0.354
6.399,0.346
6.400,0.354
6.401,0.338
6.403,0.323
6.404,0.338
6.406,0.362
6.407,0.346
6.408,0.354
6.410,0.346
6.411,0.338
6.412,0.338
6.414,0.338
6.415,0.323
6.417,0.315
6.418,0.308
6.419,0.308
6.421,0.308
6.422,0.285
6.424,0.262
6.425,0.262
6.426,0.269
6.428,0.246
6.429,0.238
6.431,0.246
6.432,0.238
6.433,0.231
6.435,0.231
6.436,0.223
6.438,0.223
6.439,0.231
6.440,0.223
6.442,0.223
6.443,0.231
6.444,0.231
6.446,0.231
6.447,0.223
6.449,0.208
6.450,0.215
6.451,0.208
6.453,0.215
6.454,0.208
6.456,0.215
6.457,0.223
6.458,0.215
6.460,0.215
6.461,0.208
6.463,0.223
6.464,0.215
6.465,0.215
6.467,0.215
6.468,0.208
6.469,0.200
6.471,0.215
6.472,0.215
6.474,0.215
6.475,0.215
6.476,0.215
6.478,0.215
6.479,0.223
6.481,0.223
6.482,0.215
6.483,0.215
6.485,0.223
6.486,0.223
6.487,0.215
6.489,0.215
6.490,0.215
6.492,0.215
6.493,0.215
6.494,0.215
6.496,0.223
6.497,0.231
6.499,0.231
6.500,0.238
6.501,0.231
6.503,0.231
6.504,0.231
6.506,0.231
6.507,0.231
6.508,0.231
6.510,0.231
6.511,0.231
6.513,0.238
6.514,0.223
6.515,0.215
6.517,0.223
6.518,0.215
6.519,0.200
6.521,0.200
6.522,0.215
6.524,0.208
6.525,0.215
6.526,0.200
6.528,0.200
6.529,0.208
6.531,0.200
6.532,0.200
6.533,0.208
6.535,0.200
6.536,0.200
6.537,0.208
6.539,0.200
6.540,0.177
6.542,0.192
6.543,0.192
6.544,0.185
6.546,0.177
6.547,0.185
6.549,0.169
6.550,0.169
6.551,0.177
6.553,0.162
6.554,0.169
6.556,0.177
6.557,0.169
6.558,0.162
6.560,0.162
6.561,0.162
6.562,0.169
6.564,0.177
6.565,0.169
6.567,0.177
6.568,0.177
6.569,0.177
6.571,0.169
6.572,0.154
6.574,0.169
6.575,0.162
6.576,0.162
6.578,0.162
6.579,0.169
6.581,0.169
6.582,0.169
6.583,0.177
6.585,0.169
6.586,0.162
6.588,0.169
6.589,0.177
6.590,0.177
6.592,0.169
6.593,0.177
6.594,0.177
6.596,0.177
6.597,0.177
6.599,0.185
6.600,0.177
6.601,0.162
6.603,0.162
6.604,0.162
6.606,0.146
6.607,0.138
6.608,0.138
6.610,0.138
6.611,0.138
6.612,0.146
6.614,0.146
6.615,0.138
6.617,0.131
6.618,0.131
6.619,0.131
6.621,0.131
6.622,0.123
6.624,0.115
6.625,0.123
6.626,0.123
6.628,0.100
6.629,0.100
6.631,0.100
6.632,0.085
6.633,0.085
6.635,0.100
6.636,0.092
6.638,0.085
6.639,0.085
6.640,0.077
6.642,0.069
6.643,0.092
6.644,0.100
6.646,0.092
6.647,0.100
6.649,0.092
6.650,0.092
6.651,0.108
6.653,0.108
6.654,0.115
6.656,0.131
6.657,0.131
6.658,0.123
6.660,0.123
6.661,0.123
6.662,0.115
6.664,0.115
6.665,0.123
6.667,0.123
6.668,0.115
6.669,0.123
6.671,0.138
6.672,0.138
6.674,0.131
6.675,0.123
6.676,0.131
6.678,0.131
6.679,0.131
6.681,0.138
6.682,0.154
6.683,0.146
6.685,0.154
6.686,0.169
6.688,0.169
6.689,0.177
6.690,0.177
6.692,0.169
6.693,0.169
6.694,0.192
6.696,0.185
6.697,0.162
6.699,0.169
6.700,0.192
6.701,0.185
6.703,0.192
6.704,0.200
6.706,0.200
6.707,0.192
6.708,0.208
6.710,0.208
6.711,0.200
6.713,0.200
6.714,0.200
6.715,0.208
6.717,0.215
6.718,0.208
6.719,0.200
6.721,0.200
6.722,0.200
6.724,0.208
6.725,0.200
6.726,0.208
6.728,0.215
6.729,0.223
6.731,0.231
6.732,0.223
6.733,0.223
6.735,0.238
6.736,0.246
6.737,0.246
6.739,0.238
6.740,0.223
6.742,0.231
6.743,0.223
6.744,0.215
6.746,0.215
6.747,0.208
6.749,0.208
6.750,0.208
6.751,0.208
6.753,0.208
6.754,0.215
6.756,0.215
6.757,0.215
6.758,0.208
6.760,0.215
6.761,0.215
6.763,0.215
6.764,0.215
6.765,0.223
6.767,0.223
6.768,0.223
6.769,0.223
6.771,0.231
6.772,0.231
6.774,0.215
6.775,0.215
6.776,0.208
6.778,0.208
6.779,0.215
6.781,0.223
6.782,0.223
6.783,0.223
6.785,0.215
6.786,0.215
6.787,0.223
6.789,0.223
6.790,0.208
6.792,0.215
6.793,0.215
6.794,0.223
6.796,0.223
6.797,0.215
6.799,0.223
6.800,0.215
6.801,0.223
6.803,0.223
6.804,0.215
6.806,0.215
6.807,0.208
6.808,0.215
6.810,0.215
6.811,0.223
6.812,0.231
6.814,0.231
6.815,0.231
6.817,0.231
6.818,0.238
6.819,0.238
6.821,0.246
6.822,0.238
6.824,0.231
6.825,0.215
6.826,0.223
6.828,0.231
6.829,0.231
6.831,0.223
6.832,0.223
6.833,0.215
6.835,0.223
6.836,0.215
6.838,0.215
6.839,0.208
6.840,0.215
6.842,0.215
6.843,0.215
6.844,0.208
6.846,0.223
6.847,0.223
6.849,0.208
6.850,0.208
6.851,0.215
6.853,0.208
6.854,0.215
6.856,0.215
6.857,0.208
6.858,0.200
6.860,0.200
6.861,0.215
6.862,0.200
6.864,0.200
6.865,0.208
6.867,0.215
6.868,0.223
6.869,0.238
6.871,0.254
6.872,0.269
6.874,0.292
6.875,0.308
6.876,0.308
6.878,0.315
6.879,0.338
6.881,0.346
6.882,0.346
6.883,0.346
6.885,0.338
6.886,0.346
6.888,0.362
6.889,0.338
6.890,0.315
6.892,0.300
6.893,0.292
6.894,0.269
6.896,0.246
6.897,0.231
6.899,0.192
6.900,0.154
6.901,0.123
6.903,0.092
6.904,0.062
6.906,0.008
6.907,-0.038
6.908,-0.077
6.910,-0.138
6.911,-0.200
6.912,-0.254
6.914,-0.300
6.915,-0.369
6.917,-0.431
6.918,-0.500
6.919,-0.523
6.921,-0.508
6.922,-0.485
6.924,-0.477
6.925,-0.462
6.926,-0.454
6.928,-0.431
6.929,-0.415
6.931,-0.392
6.932,-0.362
6.933,-0.338
6.935,-0.323
6.936,-0.300
6.938,-0.262
6.939,-0.231
6.940,-0.208
6.942,-0.138
6.943,-0.092
6.944,-0.062
6.946,0.000
6.947,0.046
6.949,0.069
6.950,0.100
6.951,0.108
6.953,0.100
6.954,0.123
6.956,0.138
6.957,0.123
6.958,0.138
6.960,0.162
6.961,0.162
6.963,0.169
6.964,0.185
6.965,0.185
6.967,0.192
6.968,0.200
6.969,0.215
6.971,0.215
6.972,0.215
6.974,0.223
6.975,0.223
6.976,0.223
6.978,0.223
6.979,0.223
6.981,0.223
6.982,0.223
6.983,0.231
6.985,0.223
6.986,0.223
6.987,0.238
6.989,0.246
6.990,0.246
6.992,0.246
6.993,0.254
6.994,0.254
6.996,0.246
6.997,0.238
6.999,0.246
7.000,0.246
7.001,0.238
7.003,0.246
7.004,0.262
7.006,0.269
7.007,0.262
7.008,0.269
7.010,0.277
7.011,0.269
7.013,0.269
7.014,0.262
7.015,0.269
7.017,0.262
7.018,0.277
7.019,0.277
7.021,0.285
7.022,0.277
7.024,0.269
7.025,0.262
7.026,0.277
7.028,0.285
7.029,0.277
7.031,0.285
7.032,0.285
7.033,0.269
7.035,0.269
7.036,0.285
7.037,0.300
7.039,0.308
7.040,0.308
7.042,0.300
7.043,0.292
7.044,0.300
7.046,0.315
7.047,0.308
7.049,0.308
7.050,0.315
7.051,0.300
7.053,0.292
7.054,0.300
7.056,0.300
7.057,0.300
7.058,0.285
7.060,0.285
7.061,0.285
7.062,0.292
7.064,0.300
7.065,0.300
7.067,0.292
7.068,0.285
7.069,0.285
7.071,0.292
7.072,0.308
7.074,0.315
7.075,0.308
7.076,0.323
7.078,0.315
7.079,0.331
7.081,0.331
7.082,0.323
7.083,0.315
7.085,0.315
7.086,0.315
7.088,0.315
7.089,0.315
7.090,0.308
7.092,0.323
7.093,0.331
7.094,0.323
7.096,0.331
7.097,0.331
7.099,0.331
7.100,0.346
7.101,0.346
7.103,0.362
7.104,0.369
7.106,0.369
7.107,0.385
7.108,0.377
7.110,0.369
7.111,0.392
7.112,0.408
7.114,0.392
7.115,0.400
7.117,0.415
7.118,0.400
7.119,0.400
7.121,0.415
7.122,0.408
7.124,0.408
7.125,0.431
7.126,0.415
7.128,0.415
7.129,0.431
7.131,0.438
7.132,0.446
7.133,0.462
7.135,0.454
7.136,0.454
7.138,0.477
7.139,0.485
7.140,0.469
7.142,0.462
7.143,0.485
7.144,0.485
7.146,0.477
7.147,0.469
7.149,0.477
7.150,0.477
7.151,0.469
7.153,0.477
7.154,0.477
7.156,0.477
7.157,0.485
7.158,0.492
7.160,0.485
7.161,0.477
7.162,0.485
7.164,0.492
7.165,0.462
7.167,0.454
7.168,0.462
7.169,0.469
7.171,0.485
7.172,0.477
7.174,0.469
7.175,0.454
7.176,0.469
7.178,0.469
7.179,0.454
7.181,0.446
7.182,0.446
7.183,0.446
7.185,0.438
7.186,0.431
7.188,0.431
7.189,0.423
7.190,0.415
7.192,0.400
7.193,0.400
7.194,0.400
7.196,0.400
7.197,0.400
7.199,0.400
7.200,0.385
7.201,0.377
7.203,0.369
7.204,0.369
7.206,0.346
7.207,0.354
7.208,0.362
7.210,0.346
7.211,0.323
7.213,0.331
7.214,0.331
7.215,0.315
7.217,0.300
7.218,0.300
7.219,0.300
7.221,0.292
7.222,0.285
7.224,0.277
7.225,0.262
7.226,0.262
7.228,0.262
7.229,0.262
7.231,0.262
7.232,0.254
7.233,0.238
7.235,0.238
7.236,0.238
7.237,0.246
7.239,0.238
7.240,0.246
7.242,0.238
7.243,0.231
7.244,0.223
7.246,0.223
7.247,0.223
7.249,0.223
7.250,0.200
7.251,0.208
7.253,0.223
